	text1	text2	sarcastic
768	being single in college, especially during a global pandemic, is boring and disheartening	being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC	1
550	If you truly really believe there is a conspiracy you should boycott the NHS too	@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well	1
488	I had a bad experience drinking today 	never drinking again	1
147	Taxes  are just the best and I cannot wait to pay more 😇🥰🥺	I dislike paying taxes.	0
146	@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets	The customer service worker sprayed customers with water like one does to train pets.	0
629	I am going to play Pokémon go because I love myself!	Searching for Pokemon later because I hate myself haha !!!	1
841	If you are taking part in this dumb trend it's not very funny.	Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet	1
644	I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.	Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time	1
348	Keanu reeves is killing his role in ozark season 3	The brother in ozark looks just like Keanu reeves!	0
463	Eating a bagel with cream cheese cheers me up because it tastes good	ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind	1
325	yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese)	I like to put oregano on my mac and cheese	0
186	Hey what's the weather like today? Am I going to need an umbrella?	I'm joining in with the rest of Twitter and can't believe how much rain there is	0
123	I can't believe today is the last day we can be gay.	Today is the last day of pride month.	0
738	Interesting: Stafford and Cupp eat breakfast together.  	Why was I not told Matthew Stafford and Cooper Kupp eat breakfast together before I drafted Robert Woods over him?	1
608	Lil Pump is not the Nelson Mandela of our generation	Lil Pump is the Nelson Mandela of our generation	1
143	I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔	There is a website you could use to check if the airbnb is available 	0
828	People who think cancel culture go too far don't understand the history of humans feelings on inappropriate matters and are most likely un-dually affected by opposing parties. 	People who think cancel culture goes too far never learned about excommunication	1
197	@PoliticalOrgy I thing you might be on to somethink!🙄	I don't think I could.	0
609	This is completely made up and goes against basic economics.	I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR	1
279	"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg"	I already knew that I am a night-owl.	0
293	@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw	These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. 	0
400	Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!	Sunderland twitter isn't a great place to be tonight. 	0
122	So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth	I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.	0
183	@PlayStationUK Nice	These aren't very good games	0
202	"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey."	I'm interested that you have a book out.	0
438	I do not like this man	Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him	1
246	wow this growth spurt is really taking longer than i thought haha	I am short.	0
415	When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃	I wish that the person who stole my laptop would be arrested 	0
767	I should not be having back spasms when I take deep breaths at age 28.	Ah yes, back spasms when I take a deep breath. This is ✨28✨.	1
129	who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙	In an alternate universe me and sam would have been in a band called teeth at midnight	0
637	Finally changed out of pajama pants	I changed out of my pajamas today and I think that’s really brave	1
402	i hate it here ❤️❤️❤️❤️❤️	I hate it here. (no emojis)	0
697	I can’t believe my charge nurse is judging how my scrubs look when I’m busy taking care of covid patients	Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!	1
670	I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.	@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?	1
789	I hate that I always embarrass myself on nights out, how shameful.	love how badly i embarrass myself on nights out how iconic X	1
219	Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.	Football and RuPual's Drag Race are wildly different shows.	0
641	"It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical)."	Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam	1
791	Global warming is why it is 70 degrees outside	It was almost 70 degrees today but no, global warming doesn't exist 😒	1
655	I really don't like falling up the stairs.	I just love falling up the stairs 😑	1
794	I find people who claim to be vegetarian but still eat fish annoying. 	I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃	1
624	This didn't age well.	@Mike_Fabricant This aged well	1
732	Look how important these clubs are to their fans!	‘It’s only a game’ 🥴🥴	1
668	"""Football acts in such a strange way, with players asking for huge increases while already under a long contract"""	@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer	1
386	this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:	My friend just told me “Ur anger issues are my playground.” That was rude of him.	0
840	Most business majors are straight people	Being a business major is legal conversion therapy and must be stopped	1
509	“I dislike sharing a coach with...”	really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace	1
267	"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously"	I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days	0
712	I am really very surprised.	is this an earthquake because i am shook right now	1
441	"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day..."""	For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.	1
496	When I wrote this tweet, COVID testing was really inaccessible. That has somewhat changed but I was really trying to make a comment about how healthcare is a human right and how poorly our country is handling the pandemic. Owning a military-grade weapon isn't really necessary for human life. While I absolutely believe in the right of the working class to arm themselves (although not with an AR-15...), I just think it's ridiculous the barriers that are put up for people when accessing quality healthcare. I think it's run like a business in this country, and it's immoral.	gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝	1
112	Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z	Although the uni has now closed the campus, I was able to get a lot of work done having to go in	0
232	it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!	“i am going to go broke if i keep buying iced chai lattes”	0
753	Mean people yelled at me to eat shit.	"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do."	1
607	In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private	My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup	1
373	@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???	Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.	0
849	I hate the US health care system.	everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system	1
233	"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I"	"""People should share this and fill it out with fake info."""	0
682	I don't like having 6-hour panic attacks.	i love 6 hour panic attacks	1
317	Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt	I scream lyrics at concerts with my mom. 	0
648	I think capybaras are scary	if i saw a capybara in person id probably throw up	1
410	Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨	Please do not break the rules for christmas and risk serious fines or killing loved ones. Please stay home.	0
777	My life priorities have changed 	My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.	1
358	"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔"	The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.	0
258	I swear this triller event is run by teenagers	The Triller boxing event seems to be run very poorly by inexperienced people	0
627	"""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams"""	Jaegermeister did 9/11	1
632	A hooters for feet is an absurd business model.	good evening sharks. hooters but for feet.	1
282	Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗	“It was not enjoyable to be called the devil for taking someone’s phone”	0
376	Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed	My birthday is today and I got my $600 stimulus check from the IRS.	0
384	I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.	I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.	0
224	Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me	Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. 	0
823	I rub my tears into my face to make them go away.	Rubbing my tears into my face is part of my skincare routine lol	1
708	Would it be wrong to spend £50 on a bonsai plant?	Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔	1
472	I could have said putting furniture together with your significant other is not easy 	Has any couple ever put furniture together and stayed together afterwards??? Asking for myself	1
347	ah yes, of the course the summer rain pours when im on foot.	"""why did it have to rain when im walking?"" "	0
505	I have to take this exam even when the world is falling apart. 	So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??	1
639	The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!	omg my ships are gonna love what taylor swift has done for them	1
854	Everyone who studies law watched suits in sixthform/college.	Maybe if I watched suits in year 12 I’d be studying law rn	1
803	"""No I am not hiding something"""	"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?"""	1
824	The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority.	"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list"	1
619	I get annoyed when my power goes out randomly.	we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x	1
740	People are more likely to be injured when they own firearms.	can't wait til a bunch of pudgy suburban dads save the day with their firearms	1
645	The side effects of antidepressants can be concerning.	Why are the side effects of antidepressants so ✨scary✨	1
733	I hate using the UoM student system because it hasn’t been updated for years and no one has ever explained how to properly use it 	I love to pick my modules on a first come first served basis at the same time as everyone in my entire year on a website that hasn’t been updated since 1995 . Thrilling ❤️	1
556	I don't believe that this happens to everyone, and it won't happen to me.	@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…	1
827	dang, America sucks, right?	@AvatarOdin @aubviouslynot sounds like the american dream ngl	1
577	2% off of single order is a basically useless coupon.	A whole 2% off for a single order, rejoice	1
85	absolutely love waking up to the fire alarm at 7 am 😍	I hate waking up to the fire alarm at 7 am.	0
242	Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.	I think we've all heard enough about Harry and Meghan's engagement.	0
698	"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts""."	@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...	1
159	Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40	Fed up of seeing forced romance, don't be told when to do something nice for a person you love.	0
524	Should I wear my red and blue pants 	"""Should I wear my lime green pants?"" dad its 4th of july..."	1
35	@BellularGaming Blizzard will have to make sure it doesn't exceed the recommended fun level of 10%.	Repulsing people would certainly draw attention.	0
540	Stop putting beomsil on my timeline. 	next person that puts beomsil on my tl has to deal w me crying on the floor	1
170	a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.	Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.	0
654	I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. 	It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready	1
742	I will not be granting an extension to the student who emailed me and my co-teacher and got both of our names wrong.	V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong	1
734	I'm getting frustrated with all of these power outages lately	Oh good, it's time for the bi-monthly random power outage.	1
816	Just because I am craving a pickle doesn't mean I'm pregnant. 	Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!	1
95	@PFTompkins Her family should definitely not seek mental health guidance.  😬	They should seek guidance.	0
563	Just thought about a boy I used to sleep with and felt uncomfortable.	Just had a flashback about a boy and nearly threw up in my mouth	1
240	"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one"	"""I don't think anyone regrets watching Spongebob as a child"""	0
574	"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often"	"I just read, ""oftenly"" and threw up in my mouth a little."	1
690	There's still plenty of space at the ground	@c_j_mcburney Suspect there’s still room for you in the ground	1
460	Is messi going to sign for man city?	Will pessi sign for man city	1
553	Use the hashtag #wastedtime instead	It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency	1
759	Young people are in need of the stimulus too. Just because we do not have kids does not mean that we do not have bills, debt, etc.	Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do	1
206	I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is	"Instead of ""I wonder who this man is"" its ""everyone knows who this man is"""	0
392	Omg thank u for pointing out that I apologize too much 🙏	I hate it when people tell me I apologize too much 	0
397	Yay - snow day, I can work from home - oh wait....	It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.	0
735	The same without the ‘:(‘ at the end 	Wish I was the bitch that Elijah hewson fucking hated, sad :(	1
217	maybe i am a cyber bully	Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.	0
4	@VolphanCarol @littlewhitty @mysticalmanatee I did too, and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico.	I would say Ted Cruz is an asshole and doesn’t actually care about people/babies/fetuses. He just wants to wage a war on women and keep the patriarchy in power.  	0
642	"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning."""	"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL"	1
806	“You’re not “just friends” if you’re shaving your coochie every time you know you’ll see them.” 	"oh you’re just friends?

why’d u shave then?"	1
612	“Watching Degrassi again “	rewatching degrassi for the millionth time	1
546	Everyone is allowed good luck no matter if you like them or not.	"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau"	1
725	There was no need for that 	@mcfcok82 Thank you for your well balanced and thoughtful input	1
683	We don’t have any influence to those in power. 	@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?	1
98	My work email isn’t working so I can just log off for the day right? 🙄	I wish I would log off for the day because my email isn't working.	0
727	I find it irritating when people listen to videos loudly in public spaces 	watching tik toks at full volume in the middle of the airport should be a federal offense	1
573	im not dating any of them	"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh"	1
406	"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk"	Day 14 in lockdown.	0
502	Shaving your legs without your glasses/contact lenses is incredibly difficult.	Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪	1
47	@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.	I don’t think he drank 11 beers every hour	0
32	Trying to know all this history tonight is gonna kill me	trying to know all this history is going to be be a challenge	0
200	Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴	So late for Sim and I to have our weekly life update!	0
134	@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.	Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital	0
27	Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping	Very concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping	0
761	Trump thinks that if people socialize during a pandemic, every mental health issue will be solved.	Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020	1
230	@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...	I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. 	0
489	That goal should have been easy for Morelos!	I reckon I could have put that in the net Morelos sir	1
378	I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking	I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. 	0
288	i went outside today and suddenly my depression is cured	My depression will not be cured in a day 	0
418	I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow	I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. 	0
674	i could say trolls dont like getting banned	Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls	1
391	Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague	Tell them to leave the pitch.	0
592	It would be gross to use the yeast in your dog's ears for baking bread.	💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕	1
498	this is the worst background noise to study with.	If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻	1
138	@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...	"I would omit the ""who'da thunk"" part."	0
62	JUSTICE HAS BEEN DONE.	Justice will never be done	0
471	There are going to be monsoon storms all weekend. Is anyone ready for them?	Who's ready for monsoon storms allllll weekend?!?!	1
647	Victoria really enjoys maluma's music and talking about them.	victoria has a crush on maluma	1
128	@igreen95 thx for the play by play	"""Sounds interesting!"""	0
844	old people suck	Old people don’t deserve rights	1
520	I feel like too many people say that they're allergic to pineapple when they really aren't.	people who say that they’re allergic to pineapple are pathological liars!!!!!!!	1
64	help! i'm being haunted by dead people! (my dissertations)	I hate my dissertation	0
14	@heathoween @tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that's been forced down everyone's throats for the past four months. I use the internet to get away from these fucking real life problems; not everyone needs to weigh in.	"""Not every celebrity needs to weigh in on every political issue there is"""	0
156	Wow it's almost as if it's their literal job to have a lot of knowledge about a wide array of subjects.. Funny that https://t.co/NGi02vXxnK	"""It's literally their job to have a lot of knowledge on a wide array of subjects"""	0
40	ITS COMING HOOOOOME	It’s coming Rome	0
492	Stop complaining about peoples individual gender experiences	Every time you complain about neopronouns or xenogenders we add five more	1
379	also that jacket he wore yesterday i’m gonna rip my eyes out :/	That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.	0
187	trying to figure out how to use notion for my anime list. I think i’m dying	"""I'm so confused"""	0
763	Currently hitting a lot of aces in volleyball games and failing math tests.	"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete"	1
216	wow. i left on time today and the airport connector is all the way backed up. love that	I'm so mad that I'm stuck in traffic and late to school, especially because I left early.	0
52	Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄	I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay 	0
337	@kidcuisine98 Based confidence and believing in proper eye contact-pilled!	"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do."""	0
748	Can I use this in my speech ? 	@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao	1
719	“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.	I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh	1
724	"'I hate everything in my basket selling out before the sale was meant to start"""	Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara	1
295	we happy!!!!!!!!!!	I am unhappy	0
701	I don't understand why you go out to so many parties, if you don't like parties.	“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.	1
251	"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13"	"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes""."	0
726	"""Isn't it funny how CCD is really similar to CDC? Hope nobody mixes up the two"""	accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/	1
461	Life is about happiness and friendship 	Life is about eating chicken finger and getting drunk	1
455	People are interested in what I have to say. I'm just having a bad day.	Just gotta realize no ones interested in what I have to say 👌	1
863	A lot of people don't have a wife.	@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?	1
269	Shout out James Boswell  #unibowl	James Boswell is a waste man.	0
201	I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop	I hate how difficult it is to shop for plus size clothes.	0
161	wow i love only ever buying gray and striped shirts	I wish I didn't just buy gray and striped shirts.	0
555	Gutted that someone has used my card to buy a £175 coffee machine.	Love it when someone buys a £175 coffee machine in Paris with my debit card 😕	1
729	Cum is vegan	Friendly reminder you’re not vegan if you swallow cum	1
401	If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.	People should care more about poverty and inequality than other less important matters.	0
702	Happy Birthday	Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R	1
476	"""I can't stop listening to this new song from FOB"""	Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB	1
771	I wish I could stop feeling certain emotions.	When I grow up I wanna be a sociopath	1
105	how do I get my boyfriend in a maid costume?	My boyfriend could look okay in a maid costume.	0
565	Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.	"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity"	1
389	Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??	I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?	0
1	I love it when professors draw a big question mark next to my answer on an exam because I’m always like yeah I don’t either ¯\_(ツ)_/¯	I do not like when professors don’t write out specific notes on my answers to exams.	0
811	I don't understand people who are disgusted by Lemonade.	If you don't like Lemonade you're an extremist 🍋	1
561	can't i have nice weather for my birthday even if we're in lockdown?	They really said you can’t have nice weather AND no lockdown for your bday this year huh	1
80	thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO	It wasn't very nice to rat out my location	0
205	“The App Store [is]... an economic miracle” 🙄 but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy. -Lucy McBath speaking some truth today #HouseJudiciary https://t.co/2swhC9daBM	"Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as ""...an economic miracle"". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing."	0
34	Nice to be compared to a brick wall 😂	"""Not happy i have been compared to a brick wall""."	0
775	I wish I could work with Jack Antonoff. 	jack antonoff once ur done with clairo i’m right here sweetie	1
508	I am terrified to go to the harry styles concert and be exposed to the delta variant. 	cant wait to dance with harry styles and the delta variant at their concert in november!!	1
427	It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX	I am fuming that I have paid so much money to live in a house with a leak	0
454	I hate waiting for buses that don't turn up	Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up	1
366	If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.	You should remove your google plus share button to remain credible and current since the service is no longer available. 	0
91	Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO	An uninteresting conversation regarding the importance of an Orlando Magic Summer League title. 	0
339	oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂	MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble.	0
564	This man doesn’t like Irish girls which is very different to me.	@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked	1
345	i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life	I wish I could take time for myself to heal in the ways that I need to and emerge from it being able to play the accordion.	0
776	I'm not funny at all	Why am I not famous yet cos I’m actually fucking hilarious	1
241	#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.	Theresa May just needs to answer the question.	0
13	do i just blast maneskin to get hyped for my osce or??	I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.	0
315	this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.	"""This is my 3rd time taking the same biology course, I am not good at this subject at all"""	0
600	Don't cry because it happened, be proud that you made it through.	don't cry because it happened, smile because it's over &lt;3	1
387	this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s	phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias	0
273	@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.	No.	0
166	"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)"	I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”	0
859	It's my Instagram for a reason why wouldn't it be all pictures of me?	Only posting selfie’s?? On YOUR own Instagram account?? Crazy right	1
646	I hate when I make food and then don't eat it. 	I like making food and then not eating it to assert my dominance	1
484	Our Snapchat’s are incredibly unattractive 	Mine and @livlawrencex snapchats are just stunning👌	1
848	I did not like watching this video at all 	I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly	1
504	New levels of desperation: my lack of sleep is not a joke, in fact it’s a downright annoyance 	New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.	1
